<seq id>        <alignment start>       <alignment end>     <envelope start>        <envelope end>  <hmm acc>       <hmm name>          <type>  <hmm start>     <hmm end>       <hmm length>    <bit score>               <E-value>       <significance>  <clan>
EIF4A3  63      225     62      228     PF00270.28      DEAD    Domain  2       173     None    144.5   2.5e-42 1       None
ELAVL1  22      92      22      92      PF00076.21      RRM_1   Domain  1       70      None    69.7    1.2e-19 1       None
ELAVL1  108     174     108     176     PF00076.21      RRM_1   Domain  1       66      None    63.3    1.2e-17 1       None
ELAVL1  246     315     246     316     PF00076.21      RRM_1   Domain  1       69      None    69.5    1.5e-19 1       None
EWSR1   518     548     518     549     PF00641.17      zf-RanBP        Domain  1       29      None    47.1    1e-12   1       None
EWSR1   363     441     363     441     PF00076.21      RRM_1   Domain  1       70      None    38.2    8.4e-10 1       None
FMR1_iso1       63      117     62      117     PF05641.11      Agenet  Domain  2       61      None    27.2    3.8e-06 1       None
FMR1_iso1       420     542     420     542     PF12235.7       FXMRP1_C_core   Family  1       136     None    155.8   9e-46   1       None
FMR1_iso1       549     632     549     632     PF16098.4       FXMR_C2 Family  1       86      None    133.9   1.9e-39 1       None
FMR1_iso1       221     277     220     280     PF00013.28      KH_1    Domain  2       62      None    22.9    5.3e-05 1       None
FMR1_iso1       285     332     283     333     PF00013.28      KH_1    Domain  3       48      None    32.0    7.6e-08 1       None
FMR1_iso7       63      117     62      117     PF05641.11      Agenet  Domain  2       61      None    27.2    3.7e-06 1       None
FMR1_iso7       399     521     399     521     PF12235.7       FXMRP1_C_core   Family  1       136     None    155.9   8.6e-46 1       None
FMR1_iso7       528     611     528     611     PF16098.4       FXMR_C2 Family  1       86      None    134.0   1.8e-39 1       None
FMR1_iso7       221     277     220     280     PF00013.28      KH_1    Domain  2       62      None    22.9    5.1e-05 1       None
FMR1_iso7       285     332     283     333     PF00013.28      KH_1    Domain  3       48      None    32.0    7.2e-08 1       None
FUS     422     453     422     453     PF00641.17      zf-RanBP        Domain  1       30      None    45.4    3.3e-12 1       None
FUS     287     365     287     365     PF00076.21      RRM_1   Domain  1       70      None    40.9    1.2e-10 1       None
FXR1    6       53      1       53      PF05641.11      Agenet  Domain  4       61      None    19.4    0.001   1       None
FXR1    62      116     62      117     PF05641.11      Agenet  Domain  1       60      None    36.2    5.6e-09 1       None
FXR1    354     379     354     380     PF12235.7       FXMRP1_C_core   Family  1       26      None    48.4    1.3e-12 1       None
FXR1    379     456     378     456     PF12235.7       FXMRP1_C_core   Family  59      136     None    62.3    6.6e-17 1       None
FXR1    460     534     460     535     PF16096.4       FXR_C1  Family  1       75      None    133.9   1.6e-39 1       None
FXR1    221     276     220     280     PF00013.28      KH_1    Domain  2       61      None    21.6    0.00013 1       None
FXR1    285     351     283     353     PF00013.28      KH_1    Domain  3       64      None    37.5    1.4e-09 1       None
FXR1    554     620     554     620     PF16097.4       FXR_C3  Family  1       68      None    100.2   7.4e-29 1       None
FXR2    72      127     72      127     PF05641.11      Agenet  Domain  1       61      None    37.4    2.4e-09 1       None
FXR2    364     491     364     491     PF12235.7       FXMRP1_C_core   Family  1       136     None    117.4   6.3e-34 1       None
FXR2    503     577     502     577     PF16096.4       FXR_C1  Family  2       76      None    113.1   4.7e-33 1       None
FXR2    231     289     230     290     PF00013.28      KH_1    Domain  2       64      None    21.5    0.00014 1       None
FXR2    295     362     293     363     PF00013.28      KH_1    Domain  3       65      None    43.6    1.8e-11 1       None
HNRNPA1 307     344     307     344     PF11627.7       HnRNPA1 Family  1       38      None    71.3    4.5e-20 1       None
HNRNPA1 16      82      16      85      PF00076.21      RRM_1   Domain  1       67      None    63.3    1.2e-17 1       None
HNRNPA1 107     167     107     176     PF00076.21      RRM_1   Domain  1       60      None    58.3    4.7e-16 1       None
HNRNPA2B1       23      87      23      92      PF00076.21      RRM_1   Domain  1       65      None    53.7    1.3e-14 1       None
HNRNPA2B1       114     173     114     183     PF00076.21      RRM_1   Domain  1       59      None    55.0    4.8e-15 1       None
HNRNPC  18      80      18      81      PF00076.21      RRM_1   Domain  1       69      None    48.6    5e-13   1       None
HNRNPD  1       78      1       78      PF08143.10      CBFNT   Domain  1       70      None    50.6    3.7e-13 1       None
HNRNPD  100     167     99      168     PF00076.21      RRM_1   Domain  2       69      None    61.8    3.7e-17 1       None
HNRNPD  184     244     184     255     PF00076.21      RRM_1   Domain  1       60      None    58.8    3.3e-16 1       None
HNRNPF  255     290     255     290     PF08080.11      zf-RNPHF        Domain  1       36      None    78.7    2.1e-22 1       None
HNRNPF  114     181     113     182     PF00076.21      RRM_1   Domain  2       69      None    44.4    1e-11   1       None
HNRNPF  293     356     291     358     PF00076.21      RRM_1   Domain  3       68      None    34.4    1.3e-08 1       None
HNRNPH1 255     290     255     290     PF08080.11      zf-RNPHF        Domain  1       36      None    80.0    7.8e-23 1       None
HNRNPH1 14      82      13      84      PF00076.21      RRM_1   Domain  2       68      None    25.6    7.4e-06 1       None
HNRNPH1 114     181     113     182     PF00076.21      RRM_1   Domain  2       69      None    47.7    9.2e-13 1       None
HNRNPH1 293     355     291     358     PF00076.21      RRM_1   Domain  3       67      None    35.3    6.9e-09 1       None
HNRNPU  9       42      8       42      PF02037.26      SAP     Family  2       35      None    39.3    3.5e-10 1       None
HNRNPU  499     643     499     643     PF13671.5       AAA_33  Domain  1       143     None    100.1   1.1e-28 1       None
HNRNPU  357     461     334     462     PF00622.27      SPRY    Family  14      119     None    51.9    7.1e-14 1       None
IGF2BP1 198     262     197     262     PF00013.28      KH_1    Domain  2       66      None    47.9    8.3e-13 1       None
IGF2BP1 280     344     278     345     PF00013.28      KH_1    Domain  3       65      None    49.6    2.5e-13 1       None
IGF2BP1 409     470     407     472     PF00013.28      KH_1    Domain  3       64      None    47.6    1e-12   1       None
IGF2BP1 490     554     489     555     PF00013.28      KH_1    Domain  2       65      None    47.8    8.9e-13 1       None
IGF2BP1 4       68      4       69      PF00076.21      RRM_1   Domain  1       69      None    26.1    5.2e-06 1       None
IGF2BP1 85      150     83      150     PF00076.21      RRM_1   Domain  3       70      None    32.5    5.4e-08 1       None
IGF2BP2 196     260     195     260     PF00013.28      KH_1    Domain  2       66      None    46.4    2.4e-12 1       None
IGF2BP2 278     342     276     343     PF00013.28      KH_1    Domain  3       65      None    52.8    2.4e-14 1       None
IGF2BP2 432     492     429     494     PF00013.28      KH_1    Domain  4       64      None    47.8    8.4e-13 1       None
IGF2BP2 513     577     511     577     PF00013.28      KH_1    Domain  3       66      None    45.1    6.2e-12 1       None
IGF2BP2 5       62      5       70      PF00076.21      RRM_1   Domain  1       63      None    34.3    1.4e-08 1       None
IGF2BP2 86      148     84      151     PF00076.21      RRM_1   Domain  3       67      None    28.4    1e-06   1       None
IGF2BP3 198     261     197     262     PF00013.28      KH_1    Domain  2       65      None    45.8    3.6e-12 1       None
IGF2BP3 280     344     278     345     PF00013.28      KH_1    Domain  3       65      None    55.3    4e-15   1       None
IGF2BP3 408     470     407     472     PF00013.28      KH_1    Domain  2       64      None    45.3    5.3e-12 1       None
IGF2BP3 491     555     489     555     PF00013.28      KH_1    Domain  3       66      None    47.2    1.4e-12 1       None
IGF2BP3 4       68      4       69      PF00076.21      RRM_1   Domain  1       69      None    27.7    1.6e-06 1       None
IGF2BP3 85      150     83      150     PF00076.21      RRM_1   Domain  3       70      None    36.1    3.8e-09 1       None
LARP4B  161     215     160     216     PF05383.16      La      Domain  2       58      None    52.7    3.1e-14 1       None
LIN28A  138     153     137     154     PF00098.22      zf-CCHC Domain  2       17      None    23.3    4.4e-05 1       None
LIN28A  42      111     40      112     PF00313.21      CSD     Domain  3       65      None    59.2    2.5e-16 1       None
LIN28B  128     143     127     144     PF00098.22      zf-CCHC Domain  2       17      None    22.8    6.4e-05 1       None
LIN28B  149     166     149     166     PF00098.22      zf-CCHC Domain  1       18      None    17.5    0.003   1       None
LIN28B  31      101     30      102     PF00313.21      CSD     Domain  2       65      None    59.8    1.6e-16 1       None
METTL3  389     550     389     550     PF05063.13      MT-A70  Family  1       172     None    203.8   1.6e-60 1       None
MOV10   500     689     498     696     PF13604.5       AAA_30  Domain  3       133     None    47.9    1.1e-12 1       None
MOV10   700     922     698     923     PF13087.5       AAA_12  Domain  3       199     None    156.1   7.7e-46 1       None
MSI1    23      89      22      91      PF00076.21      RRM_1   Domain  2       68      None    58.7    3.4e-16 1       None
MSI1    111     177     111     180     PF00076.21      RRM_1   Domain  1       67      None    55.9    2.6e-15 1       None
PABPC1  548     614     547     614     PF00658.17      PABP    Family  2       68      None    109.8   5.3e-32 1       None
PABPC1  13      83      13      83      PF00076.21      RRM_1   Domain  1       70      None    71.5    3.5e-20 1       None
PABPC1  101     168     101     168     PF00076.21      RRM_1   Domain  1       69      None    74.9    3.1e-21 1       None
PABPC1  193     261     193     262     PF00076.21      RRM_1   Domain  1       69      None    87.1    4.7e-25 1       None
PABPC1  296     363     296     364     PF00076.21      RRM_1   Domain  1       69      None    65.8    2.2e-18 1       None
PARK7   4       170     4       171     PF01965.23      DJ-1_PfpI       Domain  1       164     None    176.7   2.8e-52 1       None
PCBP2   15      76      15      77      PF00013.28      KH_1    Domain  1       65      None    52.4    3.2e-14 1       None
PCBP2   99      162     99      163     PF00013.28      KH_1    Domain  1       64      None    59.0    2.8e-16 1       None
PCBP2   290     352     289     353     PF00013.28      KH_1    Domain  2       65      None    64.8    4.2e-18 1       None
PUM1    849     882     848     882     PF00806.18      PUF     Repeat  2       35      None    24.5    1.3e-05 1       None
PUM1    885     914     884     916     PF00806.18      PUF     Repeat  2       31      None    26.3    3.6e-06 1       None
PUM1    921     951     920     954     PF00806.18      PUF     Repeat  2       32      None    25.2    7.9e-06 1       None
PUM1    957     984     956     990     PF00806.18      PUF     Repeat  2       30      None    32.0    5.5e-08 1       None
PUM1    993     1026    992     1026    PF00806.18      PUF     Repeat  2       35      None    31.4    8.6e-08 1       None
PUM1    1029    1061    1028    1062    PF00806.18      PUF     Repeat  2       34      None    35.0    6e-09   1       None
PUM1    1064    1093    1064    1094    PF00806.18      PUF     Repeat  1       30      None    25.4    6.9e-06 1       None
PUM1    1112    1139    1110    1141    PF00806.18      PUF     Repeat  6       33      None    27.1    1.9e-06 1       None
PUM2    727     760     726     760     PF00806.18      PUF     Repeat  2       35      None    30.3    1.9e-07 1       None
PUM2    763     791     762     794     PF00806.18      PUF     Repeat  2       30      None    26.3    3.4e-06 1       None
PUM2    799     827     798     830     PF00806.18      PUF     Repeat  2       30      None    22.4    6e-05   1       None
PUM2    837     864     836     870     PF00806.18      PUF     Repeat  2       30      None    32.1    4.9e-08 1       None
PUM2    873     906     872     906     PF00806.18      PUF     Repeat  2       35      None    37.5    1e-09   1       None
PUM2    909     941     908     942     PF00806.18      PUF     Repeat  2       34      None    35.2    5.3e-09 1       None
PUM2    944     973     944     978     PF00806.18      PUF     Repeat  1       30      None    21.0    0.00017 1       None
PUM2    992     1021    990     1021    PF00806.18      PUF     Repeat  6       35      None    30.9    1.2e-07 1       None
QKI     97      133     83      140     PF00013.28      KH_1    Domain  9       43      None    25.9    5.9e-06 1       None
QKI     10      68      10      68      PF16544.4       STAR_dimer      Domain  1       53      None    94.0    2.6e-27 1       None
QKI     312     341     312     341     PF16551.4       Quaking_NLS     Domain  1       30      None    72.4    1.5e-20 1       None
RBFOX2  265     362     265     362     PF12414.7       Fox-1_C Family  1       96      None    149.4   2.5e-44 1       None
RBFOX2  124     190     123     191     PF00076.21      RRM_1   Domain  2       69      None    65.2    3.2e-18 1       None
RBM10   859     902     858     902     PF01585.22      G-patch Family  2       45      None    66.3    1.5e-18 1       None
RBM10   215     241     214     242     PF00641.17      zf-RanBP        Domain  3       29      None    27.6    1.2e-06 1       None
RBM10   132     190     131     202     PF00076.21      RRM_1   Domain  2       58      None    31.1    1.5e-07 1       None
RBM47   73      137     73      141     PF00076.21      RRM_1   Domain  1       65      None    53.2    1.8e-14 1       None
RBM47   153     214     153     220     PF00076.21      RRM_1   Domain  1       59      None    25.7    6.9e-06 1       None
RBM47   248     311     248     312     PF00076.21      RRM_1   Domain  1       69      None    46.9    1.7e-12 1       None
RBPMS   26      87      26      89      PF00076.21      RRM_1   Domain  1       65      None    44.4    1e-11   1       None
RC3H1   419     440     414     440     PF00642.23      zf-CCCH Family  6       27      None    20.8    0.00024 1       None
RC3H1   14      44      14      56      PF13445.5       zf-RING_UBOX    Domain  1       26      None    26.0    6.2e-06 1       None
SRRM4   457     522     457     522     PF15230.5       SRRM_C  Family  1       67      None    88.7    2.4e-25 1       None
STAU1   103     160     95      160     PF00035.25      dsrm    Domain  8       67      None    22.6    0.00012 1       None
STAU1   187     249     185     249     PF00035.25      dsrm    Domain  3       67      None    44.9    1.3e-11 1       None
STAU1   287     352     287     352     PF00035.25      dsrm    Domain  1       67      None    46.5    4e-12   1       None
STAU1   447     557     446     557     PF16482.4       Staufen_C       Domain  2       111     None    170.4   1.1e-50 1       None
TAF15   354     384     354     385     PF00641.17      zf-RanBP        Domain  1       29      None    28.8    5e-07   1       None
TAF15   236     314     236     314     PF00076.21      RRM_1   Domain  1       70      None    39.5    3.4e-10 1       None
TARBP2  31      95      31      95      PF00035.25      dsrm    Domain  1       67      None    53.0    3.8e-14 1       None
TARBP2  160     222     160     225     PF00035.25      dsrm    Domain  1       64      None    57.4    1.6e-15 1       None
TARDBP  106     164     106     172     PF00076.21      RRM_1   Domain  1       60      None    54.5    6.9e-15 1       None
TARDBP  193     241     193     243     PF00076.21      RRM_1   Domain  1       53      None    41.8    6.4e-11 1       None
TIA1    9       77      9       77      PF00076.21      RRM_1   Domain  1       70      None    76.3    1.1e-21 1       None
TIA1    108     178     108     178     PF00076.21      RRM_1   Domain  1       70      None    81.8    2.1e-23 1       None
TIA1    216     280     216     280     PF00076.21      RRM_1   Domain  1       70      None    63.5    1.1e-17 1       None
TIAL1   11      79      11      79      PF00076.21      RRM_1   Domain  1       70      None    73.3    9.8e-21 1       None
TIAL1   99      169     99      169     PF00076.21      RRM_1   Domain  1       70      None    76.3    1.1e-21 1       None
TIAL1   207     271     207     271     PF00076.21      RRM_1   Domain  1       70      None    58.6    3.7e-16 1       None
TNRC6B  1366    1645    1360    1646    PF16608.4       TNRC6-PABC_bdg  Disordered      8       291     None    366.7   1e-109  1       None
TNRC6B  928     1061    912     1068    PF10427.8       Ago_hook        Family  15      156     None    72.7    4.6e-20 1       None
U2AF2   151     224     151     225     PF00076.21      RRM_1   Domain  1       69      None    26.4    4.3e-06 1       None
U2AF2   261     330     261     331     PF00076.21      RRM_1   Domain  1       69      None    60.9    7.1e-17 1       None
U2AF2   400     459     399     460     PF00076.21      RRM_1   Domain  13      69      None    24.6    1.5e-05 1       None
WDR33   193     230     192     230     PF00400.31      WD40    Repeat  2       38      None    28.5    1.7e-06 1       None
WDR33   238     266     234     268     PF00400.31      WD40    Repeat  5       32      None    19.5    0.0013  1       None
WDR33   278     316     278     316     PF00400.31      WD40    Repeat  1       38      None    17.7    0.0045  1       None
WDR33   323     359     321     360     PF00400.31      WD40    Repeat  3       37      None    16.2    0.014   1       None
WDR33   373     402     367     403     PF00400.31      WD40    Repeat  9       37      None    17.0    0.0073  1       None
YTHDF1  390     523     389     524     PF04146.14      YTH     Domain  2       139     None    144.4   1.7e-42 1       None
YTHDF2  411     544     410     545     PF04146.14      YTH     Domain  2       139     None    144.0   2.3e-42 1       None
ZC3H12A 135     290     134     290     PF11977.7       RNase_Zc3h12a   Domain  2       156     None    216.7   1.2e-64 1       None
ZC3H7B  772     797     771     797     PF00642.23      zf-CCCH Family  2       27      None    21.1    0.00019 1       None
ZC3H7B  906     929     904     929     PF00642.23      zf-CCCH Family  4       27      None    23.8    2.9e-05 1       None
ZFP36   3       42      3       44      PF01352.26      KRAB    Family  1       40      None    74.0    5e-21   1       None
